source_file,duplicate_of_other_batch,book,chapter,verse,expected_name,status,exact_present,casefold_present,loose_present,target_file,target_text
exodus_full_name_flags.csv,no,EXO,1,11,Y-sơ-ra-ên,still_missing_or_source_policy,no,no,no,staging/ot_torah/GOI_Bible_vi/002_EXO_001_011_GOI_vi.txt,"Họ đặt những người cai trị lao dịch trên dân ấy, để hành hạ họ bằng những công việc nặng nhọc; và họ xây các thành kho tàng cho Pha-ra-ôn là Phi-thom và Ram-se."
exodus_full_name_flags.csv,no,EXO,2,22,Môi-se,still_missing_or_source_policy,no,no,no,staging/ot_torah/GOI_Bible_vi/002_EXO_002_022_GOI_vi.txt,"Sinh một trai, đặt tên là Ghẹt-sôn, vì nói rằng: Tôi là kẻ khách lạ tại đất ngoại bang."
exodus_full_name_flags.csv,no,EXO,4,24,Môi-se,still_missing_or_source_policy,no,no,no,staging/ot_torah/GOI_Bible_vi/002_EXO_004_024_GOI_vi.txt,"Dọc đường, tại một nơi nghỉ ngơi, Đức Giê-hô-va gặp gỡ người, và tìm cách giết ông."
exodus_full_name_flags.csv,no,EXO,4,26,Đức Giê-hô-va,still_missing_or_source_policy,no,no,no,staging/ot_torah/GOI_Bible_vi/002_EXO_004_026_GOI_vi.txt,"Ngài bèn buông tha người ấy; lúc ấy nàng nói: Chồng bằng máu, vì cớ các phép cắt bì."
exodus_full_name_flags.csv,no,EXO,6,1,Y-sơ-ra-ên,still_missing_or_source_policy,no,no,no,staging/ot_torah/GOI_Bible_vi/002_EXO_006_001_GOI_vi.txt,"Đức Giê-hô-va phán cùng Môi-se rằng: Bây giờ ngươi sẽ thấy điều ta sẽ làm cho Pha-ra-ôn; vì nhờ tay quyền năng, người ấy sẽ thả họ, và nhờ tay quyền năng, người ấy sẽ đuổi họ ra khỏi đất nước mình."
exodus_full_name_flags.csv,no,EXO,14,17,Y-sơ-ra-ên,still_missing_or_source_policy,no,no,no,staging/ot_torah/GOI_Bible_vi/002_EXO_014_017_GOI_vi.txt,"Và chính Ta đây, Ta sẽ làm cho lòng dân Ê-díp-tô trở nên cứng cỏi, khiến chúng đuổi theo sau họ; và Ta sẽ được tôn vinh nơi Pha-ra-ôn cùng toàn thể đạo binh của người, trong các xe chiến của người và các kỵ binh của người."
exodus_full_name_flags.csv,no,EXO,14,28,Y-sơ-ra-ên,still_missing_or_source_policy,no,no,no,staging/ot_torah/GOI_Bible_vi/002_EXO_014_028_GOI_vi.txt,"Nước trở lại, phủ kín xe và kỵ binh, toàn thể đạo binh của Pha-ra-ôn đã theo sau họ xuống biển; chẳng còn sót lại một người nào trong số họ."
exodus_full_name_flags.csv,no,EXO,24,1,Đức Chúa Trời,still_missing_or_source_policy,no,no,no,staging/ot_torah/GOI_Bible_vi/002_EXO_024_001_GOI_vi.txt,"Đức Giê-hô-va phán cùng Môi-se rằng: Ngươi và A-rôn, Na-đáp, A-bi-hu cùng bảy mươi trưởng lão Y-sơ-ra-ên hãy lên cùng Đức Giê-hô-va; các ngươi sẽ thờ lạy từ xa."
exodus_full_name_flags.csv,no,EXO,27,12,Bố-vi,still_missing_or_source_policy,no,no,no,staging/ot_torah/GOI_Bible_vi/002_EXO_027_012_GOI_vi.txt,"Bề rộng của hành lang về phía tây là năm mươi thước, mười cây trụ và mười đế trụ."
exodus_full_name_flags.csv,no,EXO,32,18,Môi-se,still_missing_or_source_policy,no,no,no,staging/ot_torah/GOI_Bible_vi/002_EXO_032_018_GOI_vi.txt,"Không phải tiếng reo hò chiến thắng, cũng không phải tiếng kêu than thất bại; ấy là tiếng hát mà tôi đang nghe."
genesis_1_25_name_flags.csv,no,GEN,8,9,Nô-ê,still_missing_or_source_policy,no,no,no,staging/ot_torah/GOI_Bible_vi/001_GEN_008_009_GOI_vi.txt,"Bồ câu không tìm được chỗ nào cho bàn chân nó đậu, nên bay trở lại với ông trong tàu, vì nước còn phủ khắp mặt đất. Ông đưa tay ra, bắt lấy nó, rồi đưa nó vào tàu với mình."
genesis_1_25_name_flags.csv,no,GEN,25,11,Đức Giê-hô-va,still_missing_or_source_policy,no,no,no,staging/ot_torah/GOI_Bible_vi/001_GEN_025_011_GOI_vi.txt,"Sau khi Aùp-ra-ham qua đời, Đức Chúa Trời ban phước cho Y-sác con trai người. Y-sác ở gần bên giếng La-chai-Roi."
genesis_full_name_flags.csv,yes,GEN,8,9,Nô-ê,still_missing_or_source_policy,no,no,no,staging/ot_torah/GOI_Bible_vi/001_GEN_008_009_GOI_vi.txt,"Bồ câu không tìm được chỗ nào cho bàn chân nó đậu, nên bay trở lại với ông trong tàu, vì nước còn phủ khắp mặt đất. Ông đưa tay ra, bắt lấy nó, rồi đưa nó vào tàu với mình."
genesis_full_name_flags.csv,yes,GEN,25,11,Đức Giê-hô-va,still_missing_or_source_policy,no,no,no,staging/ot_torah/GOI_Bible_vi/001_GEN_025_011_GOI_vi.txt,"Sau khi Aùp-ra-ham qua đời, Đức Chúa Trời ban phước cho Y-sác con trai người. Y-sác ở gần bên giếng La-chai-Roi."
genesis_full_name_flags.csv,no,GEN,29,28,Lê-a,cleared_loose_orthography,no,no,yes,staging/ot_torah/GOI_Bible_vi/001_GEN_029_028_GOI_vi.txt,"Gia-cốp làm như vậy, và làm trọn tuần lễ ấy, thì La-ban gả Ra-chên, con gái mình, cho người làm vợ."
genesis_full_name_flags.csv,no,GEN,35,18,Ra-chên,still_missing_or_source_policy,no,no,no,staging/ot_torah/GOI_Bible_vi/001_GEN_035_018_GOI_vi.txt,"Khi mạng sống của nàng ra đi vì nàng chết, thì nàng đặt tên con trai là Bê-nô-ni; nhưng cha nó đặt tên cho nó là Bên-gia-min."
genesis_full_name_flags.csv,no,GEN,36,38,Ba-anh-Ha-nan,cleared_case_only,no,yes,yes,staging/ot_torah/GOI_Bible_vi/001_GEN_036_038_GOI_vi.txt,"Sau-lơ băng hà, Ba-anh-ha-nan con trai Aïc-bồ lên ngôi vua thay người."
genesis_full_name_flags.csv,no,GEN,36,39,Ba-anh-Ha-nan,cleared_case_only,no,yes,yes,staging/ot_torah/GOI_Bible_vi/001_GEN_036_039_GOI_vi.txt,"Ba-anh-ha-nan, con trai của A-cha-bô, qua đời; Ha-đa lên ngôi vua thay người. Tên thành người là Ba-u. Vợ người là Mê-hê-ta-bê-ên, con gái của Mát-rết, con gái của Mê-xa-háp."
genesis_full_name_flags.csv,no,GEN,37,36,Giô-sép,still_missing_or_source_policy,no,no,no,staging/ot_torah/GOI_Bible_vi/001_GEN_037_036_GOI_vi.txt,"Các người Ma-đi-an đã bán chàng cho người Ai-cập, là Phô-ti-pha, hoạn quan của Pha-ra-ôn, quản gia các đầu bếp."
leviticus_full_name_flags.csv,no,LEV,24,12,Sê-lô-mít,still_missing_or_source_policy,no,no,no,staging/ot_torah/GOI_Bible_vi/003_LEV_024_012_GOI_vi.txt,Họ giam ông tại nơi giam giữ để Đức Giê-hô-va phán dạy họ.
leviticus_full_name_flags.csv,no,LEV,24,12,Điệp-ri,still_missing_or_source_policy,no,no,no,staging/ot_torah/GOI_Bible_vi/003_LEV_024_012_GOI_vi.txt,Họ giam ông tại nơi giam giữ để Đức Giê-hô-va phán dạy họ.
leviticus_full_name_flags.csv,no,LEV,27,29,Đức Giê-hô-va,still_missing_or_source_policy,no,no,no,staging/ot_torah/GOI_Bible_vi/003_LEV_027_029_GOI_vi.txt,Mọi thứ bị rủa bởi người nào không được phép chuộc lại; nó phải bị giết chết.
numbers_full_name_flags.csv,no,NUM,2,5,Giu-đa,still_missing_or_source_policy,no,no,no,staging/ot_torah/GOI_Bible_vi/004_NUM_002_005_GOI_vi.txt,"Chi phái Y-sa-ca phải đóng trại bên cạnh; quan trưởng của con cháu Y-sa-ca là Na-tha-na-ên, con trai Xu-a."
numbers_full_name_flags.csv,no,NUM,2,24,Eùp-ra-im,still_missing_or_source_policy,no,no,no,staging/ot_torah/GOI_Bible_vi/004_NUM_002_024_GOI_vi.txt,"Tất cả những người được điểm danh theo trại quân Ép-ra-im, theo các đạo quân của họ, là một trăm ngàn tám ngàn một trăm người; họ sẽ đi thứ ba."
numbers_full_name_flags.csv,no,NUM,3,16,Lê-vi,still_missing_or_source_policy,no,no,no,staging/ot_torah/GOI_Bible_vi/004_NUM_003_016_GOI_vi.txt,"Môi-se bèn điểm danh họ theo mạng của Đức Giê-hô-va, y như Ngài đã truyền dạy người vậy."
numbers_full_name_flags.csv,no,NUM,4,31,Mê-ra-ri,still_missing_or_source_policy,no,no,no,staging/ot_torah/GOI_Bible_vi/004_NUM_004_031_GOI_vi.txt,"Đây là bổn phận phải khiêng mang của họ trong mọi công việc tại hội mạc: các tấm ván của đền tạm, các thanh ngang, các trụ và các đế trụ."
numbers_full_name_flags.csv,no,NUM,4,49,Lê-vi,still_missing_or_source_policy,no,no,no,staging/ot_torah/GOI_Bible_vi/004_NUM_004_049_GOI_vi.txt,"Theo lệnh của Đức Giê-hô-va, Môi-se đã kiểm tra họ, mỗi người theo công việc mình và theo gánh nặng mình phải mang, theo đúng điều Đức Giê-hô-va đã truyền cho Môi-se."
numbers_full_name_flags.csv,no,NUM,7,4,Lê-vi,still_missing_or_source_policy,no,no,no,staging/ot_torah/GOI_Bible_vi/004_NUM_007_004_GOI_vi.txt,Đức Giê-hô-va phán cùng Môi-se rằng:
numbers_full_name_flags.csv,no,NUM,9,20,Y-sơ-ra-ên,still_missing_or_source_policy,no,no,no,staging/ot_torah/GOI_Bible_vi/004_NUM_009_020_GOI_vi.txt,"Và có khi mây ở trên đền tạm vài ngày; theo lệnh Đức Giê-hô-va, người ta đóng trại, và theo lệnh Đức Giê-hô-va, người ta khởi hành."
numbers_full_name_flags.csv,no,NUM,10,36,Môi-se,still_missing_or_source_policy,no,no,no,staging/ot_torah/GOI_Bible_vi/004_NUM_010_036_GOI_vi.txt,"Khi rỗi, người nói: Lạy Đức Giê-hô-va, xin trở lại cùng hàng vạn ngàn ngàn người Y-sơ-ra-ên!"
numbers_full_name_flags.csv,no,NUM,12,5,Môi-se,still_missing_or_source_policy,no,no,no,staging/ot_torah/GOI_Bible_vi/004_NUM_012_005_GOI_vi.txt,"Đức Giê-hô-va ngự xuống trong trụ mây, rồi đứng tại cửa hội mạc, và gọi A-rôn và Mi-ri-am; cả hai người ra đi."
numbers_full_name_flags.csv,no,NUM,13,31,Ca-lép,still_missing_or_source_policy,no,no,no,staging/ot_torah/GOI_Bible_vi/004_NUM_013_031_GOI_vi.txt,"Nhưng những người đi cùng với ông nói: Chúng ta không thể lên đánh dân ấy được, vì họ mạnh hơn chúng ta."
numbers_full_name_flags.csv,no,NUM,16,19,A-rôn,still_missing_or_source_policy,no,no,no,staging/ot_torah/GOI_Bible_vi/004_NUM_016_019_GOI_vi.txt,"Cô-rê nhóm cả hội chúng lại nghịch cùng người, đến trước cửa nhà hội; và vinh hiển của Đức Giê-hô-va hiện ra trước toàn thể hội chúng."
numbers_full_name_flags.csv,no,NUM,16,19,Môi-se,still_missing_or_source_policy,no,no,no,staging/ot_torah/GOI_Bible_vi/004_NUM_016_019_GOI_vi.txt,"Cô-rê nhóm cả hội chúng lại nghịch cùng người, đến trước cửa nhà hội; và vinh hiển của Đức Giê-hô-va hiện ra trước toàn thể hội chúng."
numbers_full_name_flags.csv,no,NUM,18,9,Y-sơ-ra-ên,still_missing_or_source_policy,no,no,no,staging/ot_torah/GOI_Bible_vi/004_NUM_018_009_GOI_vi.txt,"Đây sẽ là phần thuộc về ngươi trong các vật rất thánh từ lửa: mọi lễ vật của họ, mọi của lễ chay, mọi của lễ chuộc tội, mọi của lễ chuộc sự mắc lỗi mà họ dâng lại cho Đức Giê-hô-va; các vật rất thánh nầy sẽ thuộc về ngươi và các con trai ngươi."
numbers_full_name_flags.csv,no,NUM,18,12,Y-sơ-ra-ên,still_missing_or_source_policy,no,no,no,staging/ot_torah/GOI_Bible_vi/004_NUM_018_012_GOI_vi.txt,"Mọi mỡ của dầu, mọi mỡ của rượu mới và lúa mì; phần đầu mùa mà họ dâng cho Đức Giê-hô-va, Ta đã ban cho ngươi."
numbers_full_name_flags.csv,no,NUM,21,16,Y-sơ-ra-ên,still_missing_or_source_policy,no,no,no,staging/ot_torah/GOI_Bible_vi/004_NUM_021_016_GOI_vi.txt,"Từ đó họ đến Bê-re; ấy là cái giếng mà Đức Giê-hô-va đã phán cùng Môi-se: Hãy nhóm dân sự lại, ta sẽ ban nước cho họ."
numbers_full_name_flags.csv,no,NUM,21,19,Y-sơ-ra-ên,still_missing_or_source_policy,no,no,no,staging/ot_torah/GOI_Bible_vi/004_NUM_021_019_GOI_vi.txt,Từ Ma-tha-na đến Na-ha-li-ên; từ Na-ha-li-ên đến Ba-mốt.
numbers_full_name_flags.csv,no,NUM,21,33,Oùc,still_missing_or_source_policy,no,no,no,staging/ot_torah/GOI_Bible_vi/004_NUM_021_033_GOI_vi.txt,"Dân Y-sơ-ra-ên quay lại và lên đường về Ba-san; thì Oách, vua Ba-san, cùng toàn thể dân sự người đi ra đón chiến trận tại Eát-rê-i."
numbers_full_name_flags.csv,no,NUM,21,35,Oùc,still_missing_or_source_policy,no,no,no,staging/ot_torah/GOI_Bible_vi/004_NUM_021_035_GOI_vi.txt,"Dân Y-sơ-ra-ên đánh bại người, các con trai người và toàn thể dân sự người, cho đến nỗi không để lại cho người một ai; rồi họ chiếm lấy đất người."
numbers_full_name_flags.csv,no,NUM,22,41,Y-sơ-ra-ên,still_missing_or_source_policy,no,no,no,staging/ot_torah/GOI_Bible_vi/004_NUM_022_041_GOI_vi.txt,"Sáng hôm sau, Ba-lác dẫn Ba-la-am lên các nơi cao Ba-mốt-Ba-anh, và từ đó người thấy tận cùng dân sự."
numbers_full_name_flags.csv,no,NUM,23,7,Đông-phương,still_missing_or_source_policy,no,no,no,staging/ot_torah/GOI_Bible_vi/004_NUM_023_007_GOI_vi.txt,"Ba-la-am cất bài ca mình mà nói rằng: Từ A-ram, Ba-lác vua Mô-áp đã sai đón tôi, từ các núi phía Đông; hãy đến, nguyền rủa tôi Gia-cốp, và hãy đến, nổi giận cùng Y-sơ-ra-ên."
numbers_full_name_flags.csv,no,NUM,23,14,Ba-la-am,still_missing_or_source_policy,no,no,no,staging/ot_torah/GOI_Bible_vi/004_NUM_023_014_GOI_vi.txt,"Người dẫn người đến đồng Xô-phim, trên đỉnh núi Phích-ga, và người xây bảy bàn thờ, rồi dâng lên mỗi bàn thờ một con bò đực và một con chiên đực."
numbers_full_name_flags.csv,no,NUM,23,17,Ba-la-am,still_missing_or_source_policy,no,no,no,staging/ot_torah/GOI_Bible_vi/004_NUM_023_017_GOI_vi.txt,"Người đến cùng người, và nầy, người đứng trên của lễ thiêu của mình, và các quan trưởng Mô-áp ở cùng người. Ba-lác nói cùng người rằng: Đức Giê-hô-va đã phán chi?"
numbers_full_name_flags.csv,no,NUM,23,18,Ba-la-am,still_missing_or_source_policy,no,no,no,staging/ot_torah/GOI_Bible_vi/004_NUM_023_018_GOI_vi.txt,"Vậy người cất lời mình lên và nói rằng: Hỡi Ba-lác, hãy chỗi dậy mà nghe! Hỡi Ba-lác, con trai Xếp-bô, hãy lắng tai mà nghe!"
numbers_full_name_flags.csv,no,NUM,26,3,Y-sơ-ra-ên,still_missing_or_source_policy,no,no,no,staging/ot_torah/GOI_Bible_vi/004_NUM_026_003_GOI_vi.txt,"Môi-se và thầy tế lễ Ê-lê-a-sa nói cùng họ tại các đồng bằng Mô-áp bên bờ sông Giô-đanh đối ngang Giê-ri-cô, rằng:"
numbers_full_name_flags.csv,no,NUM,28,3,Y-sơ-ra-ên,still_missing_or_source_policy,no,no,no,staging/ot_torah/GOI_Bible_vi/004_NUM_028_003_GOI_vi.txt,"Vậy, ngươi phải nói cùng họ rằng: Đây là của lễ thiêu dùng lửa mà các ngươi sẽ dâng cho Đức Giê-hô-va: mỗi ngày hai chiên con đực một tuổi, không tật, làm của lễ thiêu hằng hiến."
numbers_full_name_flags.csv,no,NUM,32,19,Y-sơ-ra-ên,still_missing_or_source_policy,no,no,no,staging/ot_torah/GOI_Bible_vi/004_NUM_032_019_GOI_vi.txt,"Vì chúng tôi sẽ không được hưởng phần cùng họ bên kia sông Giô-đanh và xa hơn, vì phần sản nghiệp của chúng tôi đã về chúng tôi bên này sông Giô-đanh về phía đông."
numbers_full_name_flags.csv,no,NUM,32,33,Oùc,still_missing_or_source_policy,no,no,no,staging/ot_torah/GOI_Bible_vi/004_NUM_032_033_GOI_vi.txt,"Vậy Môi-se ban cho con cháu của Ru-bên, con cháu của Gát và phân nửa chi phái Ma-na-se con trai của Giô-sép, làm sản nghiệp là vương quốc của Si-hôn vua dân A-mô-rít và vương quốc của Ôg vua Ba-san, tức là xứ ấy với các thành của nó, và các thành trong các miền bao quanh."
