book,chapter,verse,issues
GEN,13,3,"mistranslation: The Hebrew says 'from the Negev as far as Bethel, to the place where his tent had been at first, between Bethel and Ai.' The Vietnamese renders 'từ miền Nam cho đến Bê-tên và A-hi' ('from the South as far as Bethel and Ai'), incorrectly including Ai as a destination of the journey. The Hebrew only mentions Bethel as the endpoint, with Ai appearing later as part of the description of the tent's location. This changes the geography of the verse."
GEN,14,2,"omission: The Vietnamese text is only a list of names and omits the entire clause 'made war with' (עָשׂוּ מִלְחָמָה אֶת) and the titles 'king of' (מֶלֶךְ) for each named city, as well as the appositive 'that is Zoar' (הִיא צֹעַר). The Hebrew states that these kings made war; the Vietnamese simply lists the names without the action or the royal titles."
GEN,14,14,"mistranslation: Hebrew 'אָחִיו' means 'his brother' (Lot was Abram's nephew, but Hebrew uses 'brother' here); Vietnamese renders it as 'cháu mình' (his nephew), changing the familial relationship stated in the text."
GEN,15,3,"name_swap: The Hebrew text does not mention the name 'Ê-li-ê-xe' (Eliezer) in this verse; it only says 'ben beiti' (son of my house). The name is added in the Vietnamese translation, which is not present in the Hebrew."
GEN,18,24,addition: The Vietnamese adds 'Hỡi Đức Giê-hô-va' (O LORD) which is not present in the Hebrew text; the Hebrew begins directly with 'Perhaps there are fifty righteous...' without an address to God.
GEN,19,7,"mistranslation: The Hebrew 'וַיֹּאמַר' is 'and he said' (singular, referring to Lot), but the Vietnamese 'Hãy nói cùng họ rằng' means 'Say to them that', changing the subject from Lot speaking directly to his sons-in-law to an instruction to tell them something. This alters who is speaking and to whom."
GEN,20,2,"addition: The Vietnamese adds 'Xin hãy nói rằng' ('Please say that') which is not present in the Hebrew. The Hebrew simply states 'she is my sister' (אֲחֹתִי הִוא) as a direct statement, not a request to say something."
GEN,23,20,"addition: The Vietnamese adds 'cũng như mọi cây cối ở trong ranh giới của đồng ruộng ấy' (and all the trees within the boundaries of that field), which is not present in the Hebrew verse. The Hebrew only mentions the field and the cave in it."
GEN,24,12,"name_swap: The Hebrew text has 'vayomer' (he said) with no explicit subject, but the context is the servant speaking. The Vietnamese adds 'Aùp-ra-ham nói' (Abraham said), attributing the speech to Abraham instead of the servant. This is a name/person swap that changes who is speaking."
GEN,24,32,"addition: The Vietnamese adds 'La-ban' (Laban) as the subject of the actions, but the Hebrew text only says 'the man' (הָאִישׁ) entered the house and performed these actions. This changes who is doing the action."
GEN,24,33,"name_swap: The Hebrew has 'וַיֹּאמֶר' (and he said) with no named speaker, but the Vietnamese adds 'La-ban đáp' (Laban answered), introducing a name not present in the Hebrew text."
GEN,24,34,"name_swap: The Hebrew says 'And he said: I am the servant of Abraham' (וַיֹּאמַר עֶבֶד אַבְרָהָם אָנֹכִי). The Vietnamese renders 'Aùp-ra-ham nói' (Abraham said), attributing the speech to Abraham, but the Hebrew subject is 'he' (the servant, Eliezer), not Abraham. This changes who is speaking."
GEN,24,38,"addition: The Vietnamese adds 'nơi con gái của người Ca-na-an, nơi đất mà ta đã dẫn nó đến' (from the daughters of the Canaanites, in the land where I have brought him), which is not present in the Hebrew verse. The Hebrew only says 'If you will not go to my father's house and to my family, and take a wife for my son.'"
GEN,24,60,"addition: The Vietnamese adds 'nguyện Đức Giê-hô-va khiến' (may the LORD make) which is not present in the Hebrew. The Hebrew simply says 'you be' (אַתְּ הֲיִי) as a blessing, without explicitly naming God as the agent."
GEN,25,18,"name_swap: The Hebrew place name 'שׁוּר' (Shur) is rendered as 'Xu-xơ' in Vietnamese, which appears to be a different name (possibly 'Su-sơ' or similar) rather than the expected transliteration of 'Shur' (e.g., 'Su-rơ' or 'Sua'). This could lead a reader to identify the wrong location."
GEN,27,36,"name_swap: The Hebrew has Esau speaking ('he said'), but the Vietnamese attributes the speech to Jacob ('Gia-cốp nói')."
GEN,27,39,"negation: The Hebrew says 'from the fatness of the earth' (מִשְׁמַנֵּי הָאָרֶץ) and 'from the dew of heaven' (מִטַּל הַשָּׁמַיִם), meaning abundance of these blessings. The Vietnamese adds 'thiếu' (lacking) twice, reversing the meaning to a curse of scarcity, which is a negation error."
GEN,28,11,"name_swap: The Hebrew subject is Jacob (implied by context, verb וַיִּפְגַּע 'he arrived'), but the Vietnamese renders 'Đức Giê-hô-va' (the LORD) as the subject, which is a different entity not present in the Hebrew text."
GEN,29,14,"omission: The Hebrew text has Laban speaking to Jacob ('וַיֹּאמֶר לוֹ לָבָן'), but the Vietnamese rendering omits the explicit subject 'Laban' in the first clause, instead starting with 'La-ban nói' which is acceptable, but the second clause 'Rồi Gia-cốp ở cùng người một tháng' adds 'Gia-cốp' (Jacob) as the subject, which is not in the Hebrew. The Hebrew says 'and he stayed with him a month of days' (וַיֵּשֶׁב עִמּוֹ חֹדֶשׁ יָמִים), where the subject is the same person (Jacob) from context, but the Vietnamese explicitly names Jacob, which is an addition not present in the Hebrew text. However, this is a contextual clarification, not a factual change. The main issue is that the Vietnamese omits the explicit 'Laban' as the speaker in the first clause, but it is present. Actually, the Vietnamese says 'La-ban nói' which is correct. The issue is the addition of 'Gia-cốp' in the second clause, which is not in the Hebrew but is contextually implied. This is a minor addition that does not change the meaning. However, the instruction says to flag additions that have no basis in the Hebrew and change the verse's claim. Here, the addition of 'Gia-cốp' does not change the claim; it clarifies the subject. So this might be OK. But the Hebrew has 'Laban said to him' – the Vietnamese says 'La-ban nói với người' which is fine. The second clause 'Rồi Gia-cốp ở cùng người một tháng' – the Hebrew 'וַיֵּשֶׁב עִמּוֹ' has the subject as Jacob (from context), so adding 'Gia-cốp' is a clarification, not an error. The verse is essentially correct. However, the instruction says to flag only if a Vietnamese reader would come away believing something factually different. Here, the reader would understand that Laban spoke and Jacob stayed – which is correct. So this should be OK. But I need to check if there is any omission: the Hebrew says 'a month of days' (חֹדֶשׁ יָמִים) – the Vietnamese says 'một tháng' which is fine. The Hebrew has 'but my bone and my flesh you are' (אַךְ עַצְמִי וּבְשָׂרִי אָתָּה) – the Vietnamese says 'Thật vậy, cháu là xương thịt của ta' which is correct. So overall, the translation is faithful. The addition of 'Gia-cốp' is a contextual clarification, not an error. Therefore, verdict should be OK. But I need to be careful: the instruction says 'Do not flag' for additions that are natural Vietnamese, like 'là', 'rằng', etc. Here, 'Gia-cốp' is a proper name added, but it is the subject of the verb 'ở' (stayed) which is implied in Hebrew. This is a common translation practice. So I will mark OK."
GEN,29,31,"mistranslation: The Hebrew 'וַיִּפְתַּח אֶת רַחְמָהּ' means 'opened her womb' (i.e., made her fertile), but the Vietnamese renders it as 'mở rộng lòng trắc ẩn của nàng' ('opened wide her compassion/mercy'), which changes the meaning from physical fertility to emotional compassion. This is a substantive mistranslation."
GEN,30,11,"omission: The Hebrew text 'וַתֹּאמֶר לֵאָה בָּגָד' means 'And Leah said, "
GEN,30,33,"addition: The Hebrew text does not mention 'Đức Giê-hô-va' (the LORD/Yahweh) in this verse; the subject is 'my righteousness' (צִדְקָתִי) which will answer/testify. The Vietnamese adds 'Đức Giê-hô-va sẽ chứng' (the LORD will testify), which introduces a divine name and a concept not present in the Hebrew."
GEN,32,22,"name_swap: The Hebrew subject is 'he' (Jacob, implied by context), but the Vietnamese renders 'Gia-bốc' (Jabbok, the river) as the one who rose up, swapping the person for the place name. The Hebrew says 'he rose up' (וַיָּקָם הוּא), not 'Jabbok rose up'."
GEN,32,32,"mistranslation: Hebrew 'nagá' (נָגַע) means 'touched', not 'đánh' (struck/hit). The Vietnamese says the man struck Jacob's thigh, but the Hebrew says he touched it."
GEN,33,2,"mistranslation: Hebrew says Leah and her children are 'acharonim' (last/behind), same as Rachel and Joseph, but Vietnamese renders Leah's group as 'ở giữa' (in the middle), which is not in the Hebrew and changes the positional order."
GEN,33,8,addition: The Vietnamese adds 'Ích gì cho anh vậy?' ('What use is it to you?') which has no basis in the Hebrew text. The Hebrew only has Esau asking 'Whose is all this camp that I met?' and Jacob's reply.
GEN,35,29,"name_swap: The Hebrew says Esau and Jacob (עֵשָׂו וְיַעֲקֹב) buried him, but the Vietnamese reverses the order to 'Gia-cốp và Ê-sau' (Jacob and Esau)."
GEN,36,14,"omission: The Hebrew text names the mother as 'A-hô-li-ba-ma' (אָהֳלִיבָמָה), but the Vietnamese omits this name entirely and instead says 'các con trai của A-na' (the sons of A-na), which is a different person. The Hebrew says 'sons of A-hô-li-ba-ma, daughter of A-na, daughter of Zibeon'."
GEN,36,18,"mistranslation: The Hebrew says 'các con trai của Ô-hô-li-ba-ma, vợ Ê-sau' (the sons of Oholibamah, Esau's wife), but the Vietnamese says 'các con trai của A-na, vợ Ê-sau' (the sons of Anah, Esau's wife), swapping the name Oholibamah for Anah. Also, the second clause in Hebrew is 'các trưởng tộc của Ô-hô-li-ba-ma, con gái của A-na, vợ Ê-sau' (the chiefs of Oholibamah, daughter of Anah, Esau's wife), but the Vietnamese says 'các trưởng tộc do A-na, con gái của A-na, vợ Ê-sau, sinh ra' (the chiefs born of Anah, daughter of Anah, Esau's wife), which both swaps the name and adds 'con gái của A-na' incorrectly, making Anah both the mother and the daughter."
GEN,36,39,"name_swap: The Hebrew says the wife's name is מְהֵיטַבְאֵל (Mehetabel), and her father is מַטְרֵד (Matred), and her grandfather is מֵי זָהָב (Me-zahab). The Vietnamese renders 'Mê-hê-ta-bê-ên' for Mehetabel (correct), 'Mát-rết' for Matred (correct), but then 'Mê-xa-háp' for Me-zahab — this is a different name (Me-zahab is not 'Mê-xa-háp'; the Hebrew 'Mei Zahab' means 'waters of gold' and is a proper name, not 'Mê-xa-háp'). This is a name swap/incorrect rendering of the proper name."
GEN,37,35,"addition: The Vietnamese adds 'của Giô-sép' (of Joseph) to identify the father, but the Hebrew text only says 'his father' (אָבִיו). This is an addition of a proper name not present in the Hebrew."
GEN,38,5,"addition: The Vietnamese adds 'thì Giu-đa đang ở tại Kê-xíp' (then Judah was at Kezib), but the Hebrew only says 'and he was in Kezib when she bore him' (וְהָיָה בִכְזִיב בְּלִדְתָּהּ אֹתוֹ). The subject of 'he was' is the child (Shelah), not Judah. This changes who was at Kezib."
GEN,39,23,omission: The Hebrew text does not mention Joseph by name; the Vietnamese adds 'Giô-sép' (Joseph) which is not present in the Hebrew verse.
GEN,40,16,"mistranslation: The Hebrew says 'וַיַּרְא שַׂר הָאֹפִים' (the chief baker saw), but the Vietnamese says 'Khi thấy quan quản lý rượu nói lời giải mộng được tốt' (When the cupbearer saw that the interpretation was good), attributing the seeing to the cupbearer instead of the baker. This changes who is the subject of the action."
GEN,41,24,"mistranslation: The Hebrew says 'seven good ears of grain' (שֶׁבַע הַֽשִׁבֳּלִים הַטּוֹבוֹת), but the Vietnamese says 'chín bảy bông lúa tốt' which means 'nine seven good ears of grain' — the number 'chín' (nine) is an addition not in the Hebrew, and it corrupts the number from seven to nine."
GEN,42,16,"mistranslation: The Hebrew phrase 'חֵי פַרְעֹה' is an oath formula meaning 'as Pharaoh lives' (by the life of Pharaoh), used to swear that the brothers are spies. The Vietnamese renders it as 'Đức Giê-hô-va hằng sống, nếu các ngươi không phải là thám tử, thì Pha-ra-ôn hằng sống, các ngươi chắc chắn là thám tử' which introduces 'Đức Giê-hô-va hằng sống' (the LORD lives) and a conditional clause 'nếu các ngươi không phải là thám tử' (if you are not spies) that is not in the Hebrew. The Hebrew simply states 'as Pharaoh lives, surely you are spies' — an emphatic assertion, not a conditional. This addition changes the meaning and introduces a theological element (the LORD) not present in the text."
GEN,44,5,"mistranslation: The Hebrew 'הֲרֵעֹתֶם אֲשֶׁר עֲשִׂיתֶם' means 'You have done evil in what you have done' (i.e., 'You have done wrong in doing this'), but the Vietnamese 'Các ngươi đã làm điều xấu mà mình đã làm' awkwardly renders it as 'You have done the evil thing that you have done,' which changes the sense from a rebuke about the action being wrong to a tautological statement. The Hebrew emphasizes the wrongness of the deed, not merely that they did it."
GEN,44,16,"mistranslation: The Hebrew 'לַאדֹנִי' (to my lord) is translated as 'Đức Chúa Trời' (God) in the first clause, but it should be 'chúa tôi' (my lord), referring to Joseph, not God. This changes the addressee of Judah's speech.; mistranslation: The Hebrew 'לַאדֹנִי' (to my lord) in the final clause is also translated as 'Đức Chúa Trời' (God), but it should be 'chúa tôi' (my lord), referring to Joseph. This changes the meaning of the verse."
GEN,45,28,"name_swap: The Hebrew has 'Israel' (יִשְׂרָאֵל) as the speaker, but the Vietnamese renders 'Ích-thi-ên' (Issachar), a different name. This is a name swap.; mistranslation: The Hebrew 'רַב' (rav) here means 'enough' or 'it is enough' (i.e., 'It is enough; Joseph my son is still alive'), but the Vietnamese renders it as 'Thật là tốt lành' ('Truly it is good'), which changes the meaning."
GEN,50,3,"mistranslation: Hebrew says 'bốn mươi ngày' (40 days) for embalming, but Vietnamese says 'Mười bảy ngày' (17 days)."
EXO,1,22,"addition: The Vietnamese adds 'của người Hê-bơ-rơ' (of the Hebrews), which is not present in the Hebrew text. The Hebrew says 'every son that is born' (כָּל הַבֵּן הַיִּלּוֹד) without specifying 'of the Hebrews' in this verse."
EXO,6,16,"mistranslation: The Hebrew 'וּשְׁנֵי חַיֵּי לֵוִי' means 'and the years of the life of Levi' (i.e., the total years of Levi's life), not 'two lives' (hai đời sống). The Vietnamese 'hai đời sống' misinterprets 'שְׁנֵי' (years of) as the number 'two' (hai), changing the meaning. The correct rendering should be 'và những năm của đời Lê-vi' or similar."
EXO,6,17,"name_swap: Hebrew has 'Livni' (לִבְנִי) and 'Shimei' (שִׁמְעִי); Vietnamese renders 'Líp-ni' (correct) but 'Si-mê-y' (incorrect, should be 'Si-mê-i' or similar to match Shimei). The name is slightly altered but still recognizable; however, the order is also reversed: Hebrew lists 'Livni and Shimei', Vietnamese lists 'Líp-ni và Si-mê-y' — order is preserved, so only the name spelling is off. This is a minor name rendering issue, not a substantive swap."
EXO,8,19,"omission: The Hebrew says 'and he did not listen to them' (וְלֹֽא שָׁמַ֣ע אֲלֵהֶ֔ם) — 'them' refers to the magicians (or possibly Moses and Aaron in context, but the pronoun is plural and refers to the speakers of the previous clause, i.e., the magicians). The Vietnamese adds 'Môi-se và A-rôn' (Moses and Aaron), which is not in the Hebrew text and changes who Pharaoh refused to listen to."
EXO,9,32,"mistranslation: Hebrew 'וְהַכֻּסֶּמֶת' is 'spelt' (a type of grain), but Vietnamese renders it as 'lúa mạch muộn' (late barley), which is a different grain and adds 'muộn' (late) not in the Hebrew. The Hebrew 'אֲפִילֹת' means 'ripened' or 'late' (referring to the grains being late in ripening), but the Vietnamese phrase 'lúa mạch muộn' misidentifies the grain and misplaces the 'late' descriptor."
EXO,10,3,"mistranslation: The Hebrew 'לֵעָנֹת מִפָּנָי' means 'to humble yourself before me' (i.e., to submit/humble oneself before God), but the Vietnamese renders it as 'thờ lạy ta' (to worship me), which changes the meaning from humbling/submitting to worshiping."
EXO,10,11,"addition: The Vietnamese adds 'Môi-se và A-rôn' (Moses and Aaron) as the object of the expulsion, but the Hebrew only says 'them' (אֹתָם), referring to Moses and Aaron from context but not naming them explicitly. This is an addition of proper names not present in the Hebrew text."
EXO,15,8,"mistranslation: The Hebrew 'וּבְרוּחַ אַפֶּיךָ' means 'by the blast of your nostrils' (God's breath/nostrils), but the Vietnamese says 'Lời phán của Ngài thổi ra' ('the word of your speech blew out'), which changes the subject from God's breath/nostrils to His spoken word, altering the imagery and meaning."
EXO,16,3,"mistranslation: The Hebrew says 'for you have brought us out to this wilderness' (אֶל הַמִּדְבָּר הַזֶּה), but the Vietnamese says 'ra khỏi nơi đồng vắng nầy' (out of this wilderness), reversing the direction: the people are complaining that they were brought INTO the wilderness, not out of it."
EXO,16,28,"number_person_tense: The Hebrew 'מֵאַנְתֶּם' is second person masculine plural ('you [all] have refused'), but the Vietnamese 'Ngươi' is second person singular ('you' singular). This changes the addressee from the people (plural) to Moses alone."
EXO,18,2,"name_swap: The subject is wrong: the Hebrew says Jethro (Yitro), Moses' father-in-law, took Zipporah; the Vietnamese says Moses (Môi-se) took Zipporah, reversing who is doing the action."
EXO,22,5,"addition: The Hebrew text does not mention 'gây lửa làm cháy' (causing fire to burn) or 'ăn hết' (eat up). The Hebrew verb יַבְעֶר (yav'er) means 'to graze/consume' (of livestock), and בִּעֵר (bi'er) means 'to consume/graze'. The Vietnamese adds the concept of fire ('gây lửa làm cháy') which is not in the Hebrew, and 'ăn hết' (eat up) is an intensification not present in the Hebrew (which simply says 'consume/grazed')."
EXO,25,5,"mistranslation: Hebrew 'עֹרֹת אֵילִם מְאָדָּמִים' means 'rams' skins dyed red' (אֵילִם = rams), but Vietnamese renders 'da dê núi' (mountain goat skins), which is a different animal."
EXO,25,19,"mistranslation: The Hebrew word 'כְּרוּב' (cherub) is translated as 'bò tót thiêng' (sacred bison/bull), which is a different creature. The cherub is a specific angelic being, not a bull."
EXO,25,27,"mistranslation: Hebrew 'הַשֻּׁלְחָן' means 'the table', but Vietnamese renders 'bàn thờ' ('the altar'), changing the object being carried."
EXO,25,39,"mistranslation: The Hebrew 'כִּכָּר' (kikkar) is a unit of weight, typically translated as 'talent' (about 75 pounds). The Vietnamese renders it as 'ta-lâng', which is a transliteration of 'talent' and is acceptable. However, the Hebrew says 'make it' (אֹתָהּ) referring to the lampstand (menorah), but the Vietnamese says 'làm chân đèn nầy' (make this lampstand), which is correct. The issue is that the Hebrew 'אֵת כָּל הַכֵּלִים הָאֵלֶּה' means 'all these utensils/vessels', but the Vietnamese says 'các đồ dùng của nó' (its utensils), adding 'của nó' (its) which is not in the Hebrew. The Hebrew does not specify 'its' but says 'these utensils'. This is a minor addition that changes the referent slightly, but the meaning is essentially the same. However, the more significant issue is that the Hebrew says 'make it' (the lampstand) and 'all these utensils' as a single command, but the Vietnamese splits it into 'make this lampstand and its utensils', which is a natural rendering. The main fidelity issue is the addition of 'của nó' (its) which is not in the Hebrew, but it does not change the factual claim. Given the instruction to flag only if a Vietnamese reader would come away believing something factually different, this is borderline. The Hebrew 'אֵת כָּל הַכֵּלִים הָאֵלֶּה' is 'all these utensils' (referring to the utensils of the tabernacle), not necessarily 'its utensils' (of the lampstand). The Vietnamese 'các đồ dùng của nó' could be understood as the utensils of the lampstand, which is a possible interpretation but not explicit in the Hebrew. This is a minor addition, but it could mislead. I will flag it as a mistranslation due to the added possessive 'của nó'."
EXO,26,9,"mistranslation: Hebrew 'אֶל מוּל פְּנֵי הָאֹהֶל' means 'toward the front of the tent' (the tabernacle), but Vietnamese renders 'về phía trước mái nhà Đức Chúa Trời' ('toward the front of the roof of God's house'), adding 'mái nhà' (roof) and 'Đức Chúa Trời' (God) which are not in the Hebrew; 'hành lang' or 'lều' would be more accurate for 'ohel'."
EXO,27,15,"mistranslation: Hebrew 'və-lak-kā-tēf haš-šē-nīt' means 'and for the second side' (i.e., the other side), but Vietnamese says 'Phía bên phải' (the right side), which is an unwarranted specification not present in the Hebrew."
EXO,28,13,addition: The Hebrew says 'make gold settings' (מִשְׁבְּצֹת זָהָב) without specifying a number; the Vietnamese adds 'hai cái' (two) which is not in the Hebrew.
EXO,28,16,"mistranslation: The Hebrew 'זֶרֶת' (zeret) is a span (about half a cubit, roughly 22-23 cm), not 'sải tay' (fathom/armspan, about 1.8 m). The Vietnamese rendering 'một sải tay' is a significant mistranslation of the unit of measurement, changing the size of the breastpiece."
EXO,28,26,"mistranslation: The Hebrew says 'on the two ends of the breastpiece' (עַל שְׁנֵי קְצוֹת הַחֹשֶׁן) without specifying 'lower' (phía dưới). The Vietnamese adds 'phía dưới' (lower), which is an addition not present in the Hebrew text."
EXO,30,23,"mistranslation: Hebrew 'חֲמֵשׁ מֵאוֹת' (five hundred) is rendered as 'một ngàn năm trăm' (one thousand five hundred), adding 'một ngàn' (one thousand) and changing the number."
EXO,31,8,"mistranslation: Hebrew 'הַמְּנֹרָה הַטְּהֹרָה' means 'the pure lampstand' (or 'the pure menorah'), but Vietnamese renders it as 'chân đèn bằng vàng ròng' ('lampstand of pure gold'). The Hebrew does not specify 'gold' here; 'טְהֹרָה' means 'pure/clean', not 'gold' (which would be 'זָהָב'). This adds the concept of gold not present in the Hebrew and changes the description of the lampstand."
EXO,32,22,"name_swap: The Hebrew has Aaron addressing his lord (Moses) as 'adoni' (my lord), but the Vietnamese renders it as 'Đức Giê-hô-va' (the LORD/Yahweh), which is a different referent and changes who is being addressed."
EXO,36,11,"mistranslation: Hebrew 'תְּכֵלֶת' means 'blue/violet' (tekhelet), but Vietnamese says 'chỉ điều' (red/crimson thread). This changes the color of the loops."
EXO,36,19,"mistranslation: The Hebrew 'עֹרֹת תְּחָשִׁים' refers to 'skins of tachash' (a specific animal, often translated as dolphin, porpoise, or badger), not 'da thú mầu tía' (purple-colored animal skin). The color 'tía' (purple) is not in the Hebrew text; the Hebrew only specifies the type of animal skin, not its color."
EXO,37,15,"mistranslation: Hebrew 'הַשֻּׁלְחָן' means 'the table', but Vietnamese renders 'bàn thờ' (altar table), which is a different object."
EXO,37,21,"omission: The Hebrew specifies three separate knobs (caps/ornaments) under each pair of branches, i.e., 'a knob under the two branches... a knob under the two branches... a knob under the two branches' for the six branches. The Vietnamese says 'Dưới mỗi hai nhánh... đều có một cái hoa văn' (under each pair of branches there is one ornament), which collapses the threefold repetition into a single general statement, omitting the explicit threefold structure and the repeated 'knob' (כפתר) occurrences."
EXO,39,8,"mistranslation: The Hebrew says 'the breastpiece' (הַחֹשֶׁן), but the Vietnamese says 'bảng ê-phót' (the ephod), confusing the breastpiece with the ephod."
EXO,39,12,"name_swap: Hebrew order: leshem, shevo, achlamah. Vietnamese order: ngọc lục bảo (leshem), ngọc hồng ngọc (shevo), ngọc beryl (achlamah). The third stone 'achlamah' is rendered as 'ngọc beryl' but 'beryl' is typically a different stone (tarshish); 'achlamah' is usually amethyst. This is a mistranslation of the stone name."
EXO,39,13,"addition: The Vietnamese adds 'theo tên của con cái Y-sơ-ra-ên' (according to the names of the children of Israel), which is not present in the Hebrew text. The Hebrew only describes the fourth row of stones and their gold settings, with no mention of the names of Israel's children."
EXO,39,22,"mistranslation: The Hebrew 'תְּכֵלֶת' means 'blue' (or violet/blue-purple), but the Vietnamese renders it as 'màu điều' (crimson/red). This changes the color described."
EXO,40,17,"addition: The Vietnamese adds 'Đức Giê-hô-va phán rằng' (The LORD said that), which has no basis in the Hebrew text. The Hebrew simply states 'And it happened in the first month of the second year, on the first day of the month, the tabernacle was erected.'"
LEV,1,10,"mistranslation: Hebrew 'מִן הַכְּשָׂבִים' means 'from the sheep/lambs' (generic term for sheep, often male or collective), and 'מִן הָעִזִּים' means 'from the goats'. The Vietnamese renders these as 'chiên cái' (female sheep) and 'dê cái' (female goat), adding 'cái' (female) which is not in the Hebrew. The Hebrew does not specify female; it simply says 'from the sheep or from the goats'. This changes the meaning by restricting the offering to females, whereas the Hebrew allows either gender (though the animal must be male, as stated later)."
LEV,4,24,"mistranslation: The Hebrew subject is the person offering the sacrifice ('he shall lay his hand'), but the Vietnamese says 'Đức Giê-hô-va đặt tay mình' ('Jehovah lays his hand'), changing who performs the action."
LEV,6,17,"mistranslation: The Hebrew 'מֵאִשָּׁי' means 'from my offerings made by fire' (referring to the LORD's fire offerings), but the Vietnamese renders it as 'từ của lễ thiêu' ('from the burnt offering'), which narrows the meaning to a specific type of offering (burnt offering) rather than the general category of fire offerings. This changes the referent and could mislead the reader."
LEV,7,33,"mistranslation: The Hebrew says the right thigh belongs to the one who offers the blood and fat from among Aaron's sons (i.e., the officiating priest, a single individual among Aaron's sons). The Vietnamese says it belongs to 'A-rôn và các con trai A-rôn' (Aaron and his sons), which changes the recipient from the individual offering priest to Aaron and all his sons collectively."
